387	Isn’t it an unbearable burden to charge the believer with steadfastness before ten (Al-Anfal: 65)?
388	Does the expression “Now God has lightened your burden, for He knows that there is weakness in you” (Al-Anfal: 66) mean that God did not know, even though it is assumed that God knows the unseen?
389	What is the evidence that the Qur’an is valid for all places and times?
392	The Quran was accused of being the cause of Islamic dictatorship because it permitted beating women in the event of disobedience. How do we respond to that?
393	The Qur’an was accused of being the cause of Islamic dictatorship because it permitted excommunication and fighting infidels until they convert to Islam. How do we respond to that?
394	The Quran was accused of being the cause of Islamic dictatorship because it imposed the jizya on non-Muslims. How do we respond to that?
395	Why did God forbid adoption?
396	Why did the Qur’an permit the sanctity of the sacred months?
398	Does the mission of the Prophet Muhammad include the jinn along with humans?
399	Did our master Muhammad talk to the jinn?
400	When does Islam make a person's blood permissible?
401	Did the Quran mention the atom?
402	Did the Qur’an mention that the Bible was distorted?
404	Did Christ really die?
405	Did the Quran mention the lack of oxygen at high altitudes?
407	Did the Quran mention that the Torah was distorted?
408	What is the ruling on someone who abandons Islam?
409	Did animals speak in the Quran?
410	Is it permissible to treat the People of the Book with kindness and goodness?
411	Has not a single letter of the Quran changed?
412	Why did Islam not treat men and women equally in testifying before a judge?
413	Is it permissible to take women as captives and enslave them, as some groups falsely claiming to be Muslims do?
414	Why do Muslims not suffice with the Holy Quran and resort to the Sunnah as well?
415	Is there Islam without the Hadith?
416	Is Islam a religion of peace?
417	Does Islam allow freedom of belief to enter Islam?
418	Islam allowed freedom of belief in entering Islam (there is no compulsion in religion), but why did it refuse to allow those who entered Islam to leave it and not make them free?
421	Does the existence of different readings of the Qur’an not mean that it has been distorted?
422	What places are mentioned in the Quran as holy places?
423	Why were the abrogated verses not deleted from the Qur’an?
425	Is our master Muhammad the best of the prophets?
426	Did the Qur’an warn believers against taking the People of the Book as their allies?
427	In what way does the Qur’an urge believers to argue with the People of the Book?
1000	"When was a bribe first called a ""gift""?"
1001	The word “soul” is mentioned in the Holy Quran in different ways. What are they?
1002	What is the noble verse from which Jarir quoted his saying: “He neither wastes his share in this world, nor does the worldly life distract him from religion”?
1003	What is the noble verse from which Jarir quoted his saying: “And the rope of God will protect you, so do not fear its bond breaking”?
1004	Abdul Razzaq said on the authority of Qatada: The Messenger of God, may God bless him and grant him peace, said: “Convey from God, for whoever receives a verse from the Book of God has received the command of God.” What is the verse that agrees with this meaning?
1005	Ibn Kathir says in his interpretation of the verse: “A king will lead him to the place of resurrection, and a king will bear witness against him by his deeds.” So what is the verse?
1006	The Holy Quran uses the word “death” to refer to sleep in a verse. What is it?
1007	What are the verses in the Holy Quran that contain the word “conjecture” in the sense of “certainty”?
1008	Is there a verse in the Holy Quran that refers to the intuition of people?
1009	Does rain come in the Holy Quran to mean torment?
1010	Does rain come in the Holy Quran in the sense of downpour?
1011	What is the revelation of prophecy?
1012	What is inspiration and guidance?
1013	On the authority of Ibn Masoud, he said: The Messenger of God, may God bless him and grant him peace, drew a line for us and said: This is the path of God. Then he drew lines to the right and left of that line and said: These are paths, on each path of which there is a devil calling to it. Then he recited this verse and mentioned it. So what is the verse that the Messenger of God, may God bless him and grant him peace, explained and mentioned?
1014	Ibn Abbas says in his interpretation of the verse: It is a man who is sitting with people, and a woman passes by and they steal glances at her. So what is the verse that Ibn Abbas interpreted?
1015	"Where does the word ""fahsha"" mean stinginess?"
1016	Ibn Abbas said in his interpretation of the verse: Good speech is the remembrance of God, and good deeds are the performance of His obligations. So whoever remembers God and performs His obligations, He will ascend with him to God, and whoever remembers God and does not perform His obligations, His words will be returned to his deeds. So what is this verse?
1017	Death is of two types: minor and major. Minor death occurs through sleep, because the sleeper is like a dead person who does not hear, see, or feel what is around him. Major death is the taking of the soul from the body by the angels. What is the noble verse that refers to the two types?
1018	What is the verse about which Ibn Abbas said: “Repel with your patience the ignorance of those who are ignorant of you.” And Ibn Kathir said about it: “If you do good to those who have wronged you, your goodness will lead them to befriend you and be your companion, until it becomes as if they are close to you.”
1019	What is the verse about which Ibn al-Qayyim said in the book Al-Fawa’id: The noble and lofty soul is not satisfied with injustice, obscenities, theft, or betrayal, because it is greater and more sublime than that, and the humiliated and lowly soul is the opposite of that, so every soul tends toward what suits it?
1020	If patience and certainty come together, we will bequeath leadership in religion. This is the meaning of a verse in the Book of God Almighty. What is it?
1021	Sayyid Qutb, may God have mercy on him, said: There are people who are proud of the truth if it is their own work, but if the truth is brought by someone else, they turn against it and deny it. This meaning is mentioned in a noble verse. What is it?
1022	Sayyid Qutb, may God have mercy on him, said: “There are people who like to be applauded, welcomed, and waved at.” This meaning is mentioned in a noble verse. What is it?
1023	Sayyid Qutb, may God have mercy on him, said: How many are those who eat at all tables and pretend that the guardians of each group are the best and that they are essential to each group. This meaning is mentioned in a noble verse, so what is it?
1024	Al-Hussein bin Al-Fadl was asked: Do you find in the Book of God Almighty what indicates that (the best of matters are those in the middle)?
1025	Al-Hussein bin Al-Fadl was asked: Do you find in the Book of God Almighty what indicates (Whoever is ignorant of something is hostile to it)?
1026	Al-Hussein bin Al-Fadl was asked: Do you find in the Book of God Almighty what indicates (Beware of the evil of those you have done good to)?
1027	Al-Hussein bin Al-Fadl was asked: Do you find in the Book of God Almighty what indicates that “good is not like seeing it”?
1028	Al-Hussein bin Al-Fadl was asked: Do you find in the Book of God Almighty what indicates (there is blessing in movement)?
1029	Is there a Quranic verse that says, “As you judge, so shall you be judged”?
1030	Is there any evidence in the Qur’an that “sow and you will reap”?
1031	Is there anything in the Qur’an that indicates that “a believer is not bitten from the same hole twice”?
1032	Is there anything in the Holy Quran that means (whoever helps an oppressor will be oppressed)?
1033	Is there anything in the Quran that indicates that “for every fallen woman there is a seducer”?
1034	Is there in the Quran: (The edges are the paths of the nobles)?
1035	Is there anything in the Holy Quran that indicates that (the whales have ears)?
1036	Why does God provide for the unbelievers, even though they disbelieve in Him and His messengers?
1037	Is there anything in the Holy Quran that indicates that “whoever is patient with his neighbor, Allah will give him his home”?
1038	Is there anything in the Holy Quran that indicates that “the lawful comes to you only as sustenance, and the unlawful comes to you in abundance”?
1039	Is there anything in the Holy Quran that indicates that “people are brothers in falsehood”?
1040	Is there anything in the Holy Quran that indicates that “when the angels are present, the devils flee”?
1041	Is there anything in the Holy Quran that indicates that (the forbidden is desirable)?
1042	Is there anything in the Holy Quran that indicates (whoever does not bring almond oil should bring its firewood)?
1043	Is there anything in the Holy Quran that indicates that “the honor of one eye honors a thousand eyes”?
1044	Is there anything in the Holy Quran that indicates that “good news is brought by a good man and bad news is brought by a bad man”?
1045	Is there anything in the Holy Quran that indicates (and when the nights are clear, turbidity occurs)?
1046	Is there anything in the Holy Quran that indicates (the companion before the road)?
1047	Is there anything in the Holy Quran that indicates (Blame no one but yourself)?
1048	Is there anything in the Holy Quran that indicates that “people are like their fathers”?
1049	Is there anything in the Holy Quran that indicates that “the misfortunes of one people are benefits for another”?
1050	Is there anything in the Holy Quran that indicates that “whoever digs a hole or a well for his brother will fall into it”?
1051	Does Islam encourage marriage?
1052	What are the standards mentioned in the Holy Quran?
1053	What are the words of mathematical operations mentioned in the Holy Quran?
1054	What are the trends mentioned in the Holy Quran?
1055	What types of soul are mentioned in the Qur’an?
1056	Which verse mentions two mosques?
1057	What is the only verse in the Holy Quran that begins with the letter Dhad?
1058	What was the first thing revealed in the Holy Quran?
1059	What are the valleys mentioned in the Holy Quran?
1060	How many are the safes of Hell?
1061	Which verse mentions the largest number of the beautiful names of God?
1062	What are the trees of Paradise mentioned in the Qur’an?
1063	What are the gods worshipped besides God mentioned in the Qur’an?
1064	What is the verse that indicates that our master Muhammad, may God bless him and grant him peace, is the Seal of the Prophets?
1065	Is bread mentioned in the Holy Quran?
1066	Is marriage a path to wealth and provides a person with the strength that enables him to overcome the causes of poverty?
1067	Did the Holy Quran refer to righteous offspring?
1068	Did the Qur’an refer to the strength of the bond between spouses?
1069	Did the Quran indicate the desirable qualities in a wife?
1070	Did the Quran indicate the desirable qualities in a husband?
1071	Did God forbid marriage to a polytheist man or woman?
1072	What is the evidence from the Book of God Almighty that it is permissible to marry the wife of an adopted son if he divorces her or separates from her?
1073	The dowry in Islamic law is a gift, a donation, and a grant, and it has no specific amount, because people differ in wealth and poverty, and they differ in means of comfort and hardship, so the law has set a limit so that each person can be given according to his ability and according to his situation, and the jurists have agreed that there is no limit to the maximum dowry, so what is the verse that mentioned that?
1074	Does the Holy Quran urge women to learn and teach?
1075	Al-Tabari says about the dowry in his interpretation: Give women their dowries as a mandatory gift and a binding obligation. If they are content with you with any part of the dowry, then take it in good health and enjoyment. The dowry is mentioned in many verses. What are they?
1076	Did God forbid marrying two sisters?
1077	Did God impose on a man to spend on his wife and children?
1078	Who are the women who are forbidden to marry because of marriage?
1079	Men have a degree of guardianship over women because of what God has given them of reason and management and the privilege of earning and spending. Is there any evidence of this in the Holy Quran?
1080	How did God indicate in His Noble Book when, how and where a man should come to his wife, which is the place of cultivation and offspring, in her vagina and not in her anus, and while she is pure from menstruation, in whatever way he wishes from the directions of intercourse? So what are the verses that indicate this matter?
1081	Did the Quran single out mothers for kindness and righteousness more than fathers?
1082	Spending, wherever it occurs in the Qur’an, is charity, except in one verse, in which it refers to the dowry, which is originally charity that God bestowed upon women. So what is the verse that refers to that?
1083	What is the expiation for Zihar according to the Book of God Almighty?
1084	Is it permissible to hint to a woman that you want to marry her?
1085	Can men be fair to women even if they are keen on it?
1086	Did the Qur’an indicate how to treat a woman if she mistreats her husband, becomes stubborn, and acts arrogantly and transgresses?
1087	Did God Almighty forbid delaying or abstaining from marriage if a man is able to marry?
1088	Hijab is imposed on all believing women and is an obligatory religious duty. The daughters and wives of the Messenger are the role models for all women. The Islamic jilbab must cover the adornment, clothing, and the entire body. Hijab was not imposed on Muslim women to restrict them, but rather to honor and respect them, protect them, and protect society from the emergence of corruption and the spread of immorality. What are the texts mentioned about hijab?
1089	Is there anything in the Book of God that indicates that marriage is a sacred partnership between the spouses?
1090	How can Islam be just if a man divorces his wife before consummating the marriage with her, and does not impose a dowry on her, and what is the legal ruling regarding her enjoyment in this case?
1091	Is there a waiting period for a divorced woman before consummating the marriage?
1092	What is a man’s duty if his ex-wife gives birth and agrees to breastfeed their son, and what is the noble verse that indicates this?
1093	What is the noble verse that indicates the prohibition of a marriage contract for a woman in her waiting period and the invalidity of this contract?
1094	What is the noble verse that indicates that a woman who is divorced before consummation is entitled to half the dowry if the dowry is mentioned?
1095	What is the holy verse that indicates that the woman in iddah must stay in her husband’s house and is not allowed to go out even if her husband gives her permission to do so? What is the ruling on this matter in Islamic law?
1096	What is the legal ruling if a man wants to divorce his wife and marry another woman, and does he have the right to take back some of her dowry after they have had sexual intercourse?
1097	What is the waiting period for a pregnant wife if she is divorced or her husband dies?
1098	What is the waiting period for a woman whose husband has died if she is not pregnant?
1099	What is the waiting period for a wife who has not been consummated with and whose husband has died?
1100	What is the waiting period of a wife who has been consummated and is menstruating?
1101	What is the waiting period for a divorced woman who is not menstruating?
1102	The description of women’s guile is mentioned in three places in the Holy Quran, twice by Joseph, peace be upon him, and once by Al-Aziz. What are the verses that refer to this?
1103	What is the holy verse that indicates that a Muslim should not be impatient or receive daughters’ offspring with a frown and contempt?
1104	How does the Holy Quran explain the equality between women and men in terms of reward and recompense for work, and what indicates the importance of sincerity in work for the sake of God Almighty?
1105	What is the evidence from the Book of God Almighty that Islam has made men and women equal in human value, and that they were created from one soul with no difference between them in origin and nature?
1106	What is the three-word verse that includes everything in the message?
1107	God Almighty swore in one of the surahs eleven consecutive oaths, and there are no consecutive oaths in the entire Qur’an in this wonderful manner. So what are the verses?
1108	Is there a verse in the Qur’an that combines news, requests, affirmation, negation, confirmation, good news, warning, promise, and threat?
1109	What is the verse rich in types of rhetoric that combines eloquence with the absence of ugliness and complex composition, and it is mentioned that it contains twenty types of rhetoric?
1110	What is the verse that contains two commands, two prohibitions, two pieces of news, and two pieces of good news?
1111	Al-Suyuti said in Al-Itqan that when an Arab heard this verse and mentioned it, he prostrated and said: I prostrated at the eloquence of these words. So what is the noble verse that moved the Arab and made him prostrate at its eloquence?
1112	In two noble verses of the Holy Qur’an, the conjunction (or) is repeated eleven times in each of the two noble verses, and there is no strangeness, dissonance, or repetition of meanings. This is one of the rhetorical miracles of the Qur’an. So what is the surah, and what are the two verses in which the repetition occurs?
1113	In one of the chapters of the Holy Quran, the word (lawla) was repeated seven times in seven verses. This was not strange, nor dissonant, nor a repetition of meanings. This is from the rhetorical miracle of the Quran. So what is the chapter, and what are the verses?
1114	In a brief and eloquent verse, God Almighty described the wine of the people of Paradise in a description that included all the defects of wine in this world, such as headaches, loss of reason, and depletion of money, and that the people of Paradise will never be affected by that. So what is this noble verse?
1115	It has been said about the verse: It commands, forbids, informs, calls, describes, names, destroys, makes alive, makes happy, makes miserable, and narrates news. If the wonderful words, eloquence, brevity, and clarity contained in this sentence were to be explained, pens would run dry. The eloquence of this verse has been devoted to writing. In Al-Aja’ib by Al-Karmani: The opponents agree that the ability of mankind is incapable of producing a verse like this one, after they searched all the speech of Arabs and non-Arabs and did not find anything like it in the magnificence of its words, the beauty of its arrangement, and the quality of its meanings in describing the situation with brevity without any omission. So what is this noble verse?
1116	A noble verse from the verses of the Holy Qur’an consisting of four words that indicate everything that God Almighty has brought forth from the earth as sustenance and provision for mankind, from grass, trees, grain, fruit, straw, firewood, clothing, fire, and salt, because fire comes from sticks and salt comes from water. So what is the verse?
1117	A noble verse from the Holy Quran that indicates God’s power, kindness and oneness. If the fruit appeared through water and soil, then by analogy the tastes and smells would not differ, and there would be no differentiation in the same species if it grew in the same place. But it is the work of the Kind, the All-Knowing. So what is this noble verse?
1118	There is no Ha after Ha in the Holy Quran except in two places. What are they?
1119	A noble verse from the verses of the Holy Quran in which the letter (Gha) comes after (Gha) without a barrier in one place. What is the noble verse?
1120	There are no two Kaafs in the Book of God Almighty in one word with no letter between them except in two places. What are they?
1121	A noble verse from the verses of the Holy Quran contains sixteen meems. What is it?
1122	A noble verse from the verses of the Holy Quran contains thirty-three meems. What is it?
1123	Al-Kisa’i was asked: How many verses in the Qur’an begin with “shin”? He answered: Four verses. What are they?
1124	Al-Kisa’i was asked: How many verses end with “shin”? He answered: Two. What are they?
1125	Ibn Mujahid was asked: How many instances of the phrase “except for delusion” are there in the Qur’an? He answered: In four places. What are they?
1126	A noble verse from the verses of the Holy Quran that includes seventeen places in which the name of God is apparent in some of them and hidden in others. What is it?
1127	Surat Al-Ma’idah is a Medinan surah, except for one verse, which was revealed in Mecca on the Day of Arafah, during the Farewell Pilgrimage on Friday. What is this verse?
1128	What is the holy verse that was revealed in Usfan?
1129	A noble verse from the Holy Quran, revealed to the Messenger of God, may God bless him and grant him peace, in Mina during the Farewell Pilgrimage. What is this noble verse?
1130	A noble verse from the Holy Quran was revealed once, and was accompanied by twenty thousand angels. What is this noble verse?
1131	What is the noble verse that was revealed to the Messenger of God, may God bless him and grant him peace, in Hamra al-Asad, after the Battle of Uhud?
1132	A noble verse from the verses of the Holy Qur’an was revealed at Al-Hudaibiyah when the Prophet, may God bless him and grant him peace, made peace with the people of Mecca. The Messenger of God, may God bless him and grant him peace, said to Ali: Write: (In the name of God, the Most Gracious, the Most Merciful). Suhayl ibn Amr said: We do not know the Most Gracious, the Most Merciful; and if we knew that you were the Messenger of God, we would follow you. Then God Almighty revealed a verse. What is it?
1133	Al-Mawardi said in Surat An-Nisa: It is Madani except for one verse that was revealed in Mecca about Uthman bin Talha when the Prophet, may God bless him and grant him peace, wanted to take the keys to the Kaaba from him and hand them over to Al-Abbas. So what is the verse?
1134	What is the cursed tree in the Quran?
1135	Is there a verse in the Qur’an that mentions two mosques?
1136	What is the weakest verse mentioned in the Holy Quran?
1137	What are the rivers mentioned in the Quran that do not have water?
1138	How did God Almighty describe the Jews in the Holy Quran?
1139	What is the only verse in the Holy Quran that begins with the letter D?
1140	What is the only verse in the Holy Quran that begins with the letter Dhad?
1141	What is the first command revealed in the Holy Quran?
1142	How many days did God create the heavens and the earth?
1143	Who is the king who ordered Nimrod to be thrown into the fire?
1144	Who is the companion who was called Al-Farouq?
1145	Who was the first to collect the Holy Quran?
1146	How many obligatory prayers are there per day?
1147	Who is the first caliph in Islam?
1148	What is the surah that is recited in every rak'ah in prayer?
1149	Who was the first woman to convert to Islam?
1150	Who is the prophet who was called the Lion of God?
1151	Who is the first ambassador in Islam?
1152	How old was the Prophet, may God bless him and grant him peace, when his mother died?
1153	Who is the companion who was given the title of the drawn sword of God?
1154	What is the story of the Prophet’s migration, may God bless him and grant him peace, from Mecca to Medina?
1155	Who is the companion who migrated to Abyssinia and was a spokesman for the immigrants?
1156	How many battles did the Messenger, may God bless him and grant him peace, fight?
1157	Who is the first muezzin in Islam?
1158	How were the first and second pledges of allegiance at Aqaba carried out?
1159	What are the conditions of the Treaty of Hudaybiyyah?
1160	Who is the companion who was called the trustworthy of this nation?
1161	Who is the companion who slept in the bed of the Prophet, may God bless him and grant him peace, on the night of the migration?
1162	What are the names of the daughters of the Prophet, may God bless him and grant him peace?
1163	Who is the companion who killed Abu Jahl in the Battle of Badr?
1164	What is the name of the father of the Messenger, may God bless him and grant him peace?
1165	How many wives did the Prophet, may God bless him and grant him peace, have?
1166	Who is the mother of the believers who was known as the mother of the poor?
1167	What are the most famous battles fought by Muslims in the second year of Hijra?
1168	Who is the leader who conquered the city of Jerusalem during the reign of Caliph Omar bin Al-Khattab?
1169	Who is the companion who married the two daughters of the Prophet, may God bless him and grant him peace?
1170	What is the nickname of Hamza bin Abdul Muttalib?
1171	Who is the companion for whom the Prophet, may God bless him and grant him peace, prayed, saying: “O God, grant him understanding of the religion”?
1172	What is the name of the cave in which the Prophet, may God bless him and grant him peace, and Abu Bakr al-Siddiq hid during the migration?
1173	Who is the companion whom the Prophet, may God bless him and grant him peace, gave the good news of Paradise without him praying a single rak’ah?
1174	What is the battle in which the Prophet, may God bless him and grant him peace, was wounded and his front tooth was broken?
1175	Who is the companion who led the Mu'tah expedition after the martyrdom of the three leaders?
1176	Who was the first companion to be buried in Al-Baqi?
1177	What are the names of the grandchildren of the Prophet, may God bless him and grant him peace, from his daughter Fatima?
1178	Who is the companion about whom the Prophet, may God bless him and grant him peace, said: “He was given a flute from the flutes of the family of David”?
1179	Who is the companion who was called the Ink of the Nation?
1180	Who was the first to write down the revelation to the Prophet, peace and blessings be upon him?
1181	What is the first battle that the Prophet, may God bless him and grant him peace, fought?
1182	Who is the companion who bought the well of Roma and made it a waqf for the Muslims?
1183	Who is the female companion who defended the Prophet, may God bless him and grant him peace, in the Battle of Uhud?
1184	What are the names of the people of the tree who pledged allegiance to the Prophet, may God bless him and grant him peace, in the Pledge of Ridwan?
1185	Who is the companion who protected the Prophet, may God bless him and grant him peace, with his body on the day of Uhud until his hand was paralyzed?
1186	What is the surah that the Prophet, may God bless him and grant him peace, loved and recited on Friday?
1187	Who is the companion whose mother converted to Islam after the Prophet, may God bless him and grant him peace, prayed for her?
1188	Who is the companion who killed Musaylimah the Liar?
1189	What is the name of the mountain where the Battle of Uhud took place?
1190	"Who is the companion who was given the title of ""the Prophet's orator""?"
1191	Who is the companion who was called the Lion of God?
1192	"What is the surah called the ""heart of the Quran""?"
1193	Who was the first companion to shoot an arrow in the way of Allah?
1194	Who is the companion who was called Al-Tayeb Al-Mutayeb?
1195	What is the surah that was revealed in the Battle of Badr?
1196	Who is the companion about whom the Prophet, may God bless him and grant him peace, said: “He walks alone, dies alone, and will be resurrected alone”?
1197	What is the full name of the companion Abu Hurairah?
1198	Who is the companion whom the Prophet, may God bless him and grant him peace, sent to the King of Abyssinia?
1199	Who is the companion who issued fatwas in Medina during the life of the Messenger, may God bless him and grant him peace?
1200	Who is the companion who led the Muslim army in the Battle of Al-Qadisiyah?
1201	Who is the companion who was known for his love for the Prophet, may God bless him and grant him peace?
1202	Who is the companion who took over the emirate of Mecca after its conquest?
1203	What is the battle in which the miracle of multiplying food occurred?
1204	Who is the companion for whom the Prophet, may God bless him and grant him peace, prayed to be steadfast in judging?
1205	Who is the companion to whom the Prophet gave the key to the Kaaba on the day of the conquest?
1206	What is the battle in which the Prophet, may God bless him and grant him peace, led an army of ten thousand fighters?
1207	Who is the companion who was called Dhu al-Noor?
1208	Who is the companion who accompanied the Prophet, may God bless him and grant him peace, during the migration and was the first to enter Medina?
1209	Who is the companion who killed the knight of the polytheists on the day of Badr?
1210	What is the name of the first mosque built in Islam?
1211	Who is the companion whom the Prophet, may God bless him and grant him peace, called the living martyr?
1212	What is the surah that was revealed in its entirety at once?
1213	Who is the companion who converted to Islam because of the Prophet’s supplication, may God bless him and grant him peace?
1214	What is the name of the leader of the polytheists in the Battle of Uhud?
1215	Who is the companion who was called the interpreter of the Qur’an?
2000	What was the first verse revealed in Surah Al Imran?
2001	Surat An-Najm is one of the Meccan surahs except for one verse. It was revealed in Medina. What is it?
2002	Surat Al-Mursalat is one of the Meccan surahs except for one verse in Medina. What is it?
2003	Surah Qaf is one of the Meccan surahs except for one verse in Medina. What is it?
2004	Surah Yasin is one of the Meccan surahs except for one verse in Medina. What is it?
2005	Surat Al-Hijr is one of the Meccan surahs, except for one verse in Medina. What is it?
2006	Surah Saba is one of the Meccan surahs except for one verse in Medina. What is it?
2007	Surat Az-Zukhruf is one of the Meccan surahs, except for one verse in Medina. What is it?
2008	Surat Al-Jathiya is one of the Meccan surahs, except for one verse in Medina. What is it?
2009	Surat Ar-Rum is one of the Meccan surahs except for one verse in Medina. What is it?
2010	Verses in which the lightened nun of emphasis appears?
2011	It is certain that the Qur’an was revealed in the Arabic language, that it is an Arabic book, that it was revealed to an Arab nation, and that it is Arabic in its style and structure. What is the evidence for that in the Qur’an?
