387	Isn’t it an unbearable burden to charge the believer with steadfastness before ten (Al-Anfal: 65)?
388	Does the expression “Now God has lightened your burden, for He knows that there is weakness in you” (Al-Anfal: 66) mean that God did not know, even though it is assumed that God knows the unseen?
389	What is the evidence that the Qur’an is valid for all places and times?
392	The Quran was accused of being the cause of Islamic dictatorship because it permitted beating women in the event of disobedience. How do we respond to that?
393	The Qur’an was accused of being the cause of Islamic dictatorship because it permitted excommunication and fighting infidels until they convert to Islam. How do we respond to that?
394	The Quran was accused of being the cause of Islamic dictatorship because it imposed the jizya on non-Muslims. How do we respond to that?
395	Why did God forbid adoption?
396	Why did the Qur’an permit the sanctity of the sacred months?
398	Does the mission of the Prophet Muhammad include the jinn along with humans?
399	Did our master Muhammad talk to the jinn?
400	When does Islam make a person's blood permissible?
401	Did the Quran mention the atom?
402	Did the Qur’an mention that the Bible was distorted?
404	Did Christ really die?
405	Did the Quran mention the lack of oxygen at high altitudes?
407	Did the Quran mention that the Torah was distorted?
408	What is the ruling on someone who abandons Islam?
409	Did animals speak in the Quran?
410	Is it permissible to treat the People of the Book with kindness and goodness?
411	Has not a single letter of the Quran changed?
412	Why did Islam not treat men and women equally in testifying before a judge?
413	Is it permissible to take women as captives and enslave them, as some groups falsely claiming to be Muslims do?
414	Why do Muslims not suffice with the Holy Quran and resort to the Sunnah as well?
415	Is there Islam without the Hadith?
416	Is Islam a religion of peace?
417	Does Islam allow freedom of belief to enter Islam?
418	Islam allowed freedom of belief in entering Islam (there is no compulsion in religion), but why did it refuse to allow those who entered Islam to leave it and not make them free?
421	Does the existence of different readings of the Qur’an not mean that it has been distorted?
422	What places are mentioned in the Quran as holy places?
423	Why were the abrogated verses not deleted from the Qur’an?
425	Is our master Muhammad the best of the prophets?
426	Did the Qur’an warn believers against taking the People of the Book as their allies?
427	In what way does the Qur’an urge believers to argue with the People of the Book?
